,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
93,76         Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,,1 stop,No info,12681
93,77,21/3/2019,Delhi,Cochin,DEL → BOM → COK,7:00,18:50,11h 50m,1 stop,No info,12402
93,78         Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:10,9h 45m,1 stop,No info,13759
93,79            SpiceJet,18/6/2019,Chennai,,MAA → CCU,17:45,20:05,2h 20m,non-stop,,3597
93,80            Air Asia,21/5/2019,Banglore,Delhi,BLR → DEL,23:55,22/5/2023 2:45,2h 50m,non-stop,No info,
93,81             Vistara,9/5/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,2h 50m,non-stop,No info,4668
93,82         Jet Airways,21/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,23/3/2023 4:25,33h 15m,2 stops,No info,10929
93,83             Vistara,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,2/4/2023 10:45,17h 45m,1 stop,No info,9187
93,84   Multiple carriers,3/6/2019,Delhi,Cochin,,11:40,4/6/2023 1:30,13h 50m,1 stop,No info,7530
93,85           Air India,24/3/2019,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:40,4h 30m,1 stop,No info,
93,86            SpiceJet,9/4/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
93,87         Jet Airways,24/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,25/6/2023 4:25,13h 50m,2 stops,No info,13376
93,88            SpiceJet,6/5/2019,Kolkata,Banglore,CCU → BLR,9:00,,2h 25m,non-stop,No info,4174
93,89             Vistara,27/5/2019,Banglore,Delhi,BLR → DEL,7:00,9:40,2h 40m,non-stop,No info,4668
93,90   Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,No info,13062
93,91         Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,19:15,28/5/2023 4:25,9h 10m,1 stop,In-flight meal not included,12898
93,92         Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,15:00,7/6/2023 4:25,13h 25m,1 stop,No info,14714
93,93           Air India,9/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,14h 35m,2 stops,No info,10991
93,94         Jet Airways,1/5/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030
93,95         Jet Airways,21/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,22/5/2023 4:25,18h 45m,2 stops,In-flight meal not included,13029
93,96             Vistara,,Banglore,,BLR → AMD → DEL,6:40,12:35,5h 55m,1 stop,No info,6800
93,97         Jet Airways,9/3/2019,Banglore,New Delhi,BLR → BOM → DEL,,13/3/2023 9:30,26h 30m,1 stop,In-flight meal not included,11087
93,98   Multiple carriers,18/5/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,9794
93,99         Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,,7/5/2023 9:20,12h 10m,1 stop,,14388
94,00              IndiGo,12/3/2019,Kolkata,Banglore,CCU → BLR,21:25,13/3/2023 0:05,2h 40m,non-stop,No info,4148
94,01           Air India,3/3/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,4/3/2023 19:15,23h 15m,2 stops,No info,17266
94,02           Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,2/4/2023 8:55,12h 25m,1 stop,No info,7893
94,03         Jet Airways,9/5/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229
94,04   Multiple carriers,21/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,In-flight meal not included,9930
94,05   Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,11:30,4/3/2023 1:35,14h 5m,1 stop,No info,18286
94,06         Jet Airways,27/6/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229
94,07             Vistara,24/6/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3h 10m,non-stop,No info,6216
94,08            Air Asia,6/6/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,4282
94,09              IndiGo,27/5/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:10,4h 35m,1 stop,No info,5054
94,10         Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,10262
94,11            Air Asia,6/6/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,11410
94,12         Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,18:15,11h 45m,1 stop,No info,14571
94,13               GoAir,24/6/2019,Delhi,Cochin,DEL → AMD → COK,7:25,13:35,6h 10m,1 stop,No info,4692
94,14,15/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,16/6/2023 4:25,13h 50m,2 stops,In-flight meal not included,10919
94,15         Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
94,16         Jet Airways,21/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22/5/2023 16:20,20h 20m,1 stop,In-flight meal not included,10844
94,17           Air India,9/5/2019,Delhi,Cochin,DEL → COK,14:10,,3h,non-stop,No info,
94,18             Vistara,1/6/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6741
94,19           Air India,1/6/2019,Delhi,Cochin,DEL → MAA → COK,9:45,2/6/2023 9:25,23h 40m,1 stop,,8372
94,20   Multiple carriers,21/5/2019,Delhi,Cochin,DEL → BOM → COK,2:15,11:50,9h 35m,1 stop,No info,14067
94,21              IndiGo,3/3/2019,Delhi,Cochin,DEL → HYD → COK,8:35,22:20,13h 45m,1 stop,No info,10236
94,22           Air India,3/6/2019,Delhi,Cochin,DEL → MAA → COK,20:40,4/6/2023 9:25,12h 45m,1 stop,No info,7480
94,23   Multiple carriers,9/3/2019,Delhi,Cochin,,9:45,16:10,6h 25m,1 stop,No info,8386
94,24   Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,7/6/2023 1:30,13h 50m,1 stop,No info,6795
94,25            Air Asia,15/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409
94,26              IndiGo,9/5/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
94,27           Air India,15/6/2019,Banglore,Delhi,BLR → DEL,6:10,8:55,2h 45m,non-stop,No info,6961
94,28         Jet Airways,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,12692
94,29           Air India,12/3/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,4307
94,30,15/5/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,In-flight meal not included,
94,31           Air India,18/5/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,23:15,13h 25m,2 stops,No info,15957
94,32         Jet Airways,21/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,19/3/2023 11:25,12h 35m,,In-flight meal not included,7832
94,33           Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,10:00,2/4/2023 10:30,24h 30m,3 stops,No info,12954
94,34         Jet Airways,27/6/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,29/6/2023 4:25,29h 20m,2 stops,In-flight meal not included,11150
94,35              IndiGo,12/3/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:45,1h 25m,non-stop,No info,
94,36         Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,15:15,9h 30m,1 stop,In-flight meal not included,9134
94,37            Air Asia,1/5/2019,Kolkata,Banglore,CCU → BLR,22:50,2/5/2023 1:20,2h 30m,non-stop,No info,4409
94,38         Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14781
94,39           Air India,,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,,5228
94,40            SpiceJet,21/5/2019,Chennai,,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
94,41   Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,15:15,13/6/2023 1:30,,1 stop,No info,6795
94,42            Air Asia,18/6/2019,Kolkata,Banglore,CCU → BLR,22:50,19/6/2023 1:20,2h 30m,non-stop,No info,3807
94,43         Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14781
94,44           Air India,9/5/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,8372
94,45              IndiGo,24/6/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,5000
94,46             Vistara,1/4/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,2h 50m,non-stop,No info,5403
94,47              IndiGo,3/3/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:20,10h 25m,1 stop,No info,11600
94,48   Multiple carriers,18/5/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10h 30m,1 stop,No info,8476
94,49           Air India,15/3/2019,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10h 55m,2 stops,No info,6593
94,50              IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,7648
94,51,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,9345
94,52         Jet Airways,27/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,28/5/2023 4:25,18h 45m,2 stops,No info,15129
94,53   Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,In-flight meal not included,7268
94,54         Jet Airways,6/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
94,55              IndiGo,24/3/2019,,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295
94,56              IndiGo,27/6/2019,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,7h 5m,1 stop,No info,6442
94,57              IndiGo,6/5/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809
94,58           Air India,1/3/2019,Banglore,New Delhi,BLR → CCU → BBI → DEL,5:50,16:20,10h 30m,2 stops,Change airports,15119
94,59               GoAir,9/6/2019,Delhi,Cochin,DEL → BOM → COK,,19:35,5h 10m,1 stop,,9069
94,60              IndiGo,6/5/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
94,61           Air India,9/6/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,10/6/2023 5:25,22h 25m,2 stops,No info,12534
94,62   Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,No info,13714
94,63           Air India,21/3/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,22/3/2023 19:15,,3 stops,No info,9128
94,64              IndiGo,21/5/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
94,65         Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19/5/2023 22:35,26h 35m,1 stop,In-flight meal not included,10844
94,66         Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,7/5/2023 4:40,12h 10m,1 stop,No info,13941
94,67         Jet Airways,21/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,15:15,9h 30m,1 stop,In-flight meal not included,7832
94,68               GoAir,12/6/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,3419
94,69         Jet Airways,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22/5/2023 21:05,24h 40m,1 stop,No info,14151
94,70              IndiGo,3/4/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:10,4h 35m,1 stop,No info,5073
94,71             Vistara,12/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,13/5/2023 9:05,16h 5m,1 stop,No info,9922
94,72              IndiGo,24/3/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,4752
94,73   Multiple carriers,27/5/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,In-flight meal not included,10197
94,74           Air India,12/6/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961
94,75   Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,17493
94,76   Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,No info,13587
94,77         Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,7/6/2023 4:25,12h 25m,1 stop,In-flight meal not included,10262
94,78           Air India,21/5/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,22/5/2023 8:55,18h 25m,2 stops,No info,15107
94,79             Vistara,15/5/2019,Kolkata,,CCU → DEL → BLR,17:00,16/5/2023 10:45,17h 45m,1 stop,,8452
94,80           Air India,21/6/2019,,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,
94,81              IndiGo,24/5/2019,Banglore,Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,4823
94,82            Air Asia,,Banglore,Delhi,BLR → DEL,23:55,22/4/2023 2:45,2h 50m,non-stop,No info,4483
94,83           Air India,18/5/2019,Kolkata,Banglore,,10:00,19/5/2023 1:20,15h 20m,2 stops,No info,13243
94,84              IndiGo,27/6/2019,Delhi,,DEL → BOM → COK,11:25,28/6/2023 1:30,14h 5m,1 stop,No info,
94,85         Jet Airways,3/4/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,3205
94,86         Jet Airways,15/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,,18h 25m,1 stop,,10262
94,87              IndiGo,21/5/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
94,88,9/5/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,15554
94,89              IndiGo,27/6/2019,Banglore,Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,3943
94,90             Vistara,12/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,7:30,19:55,12h 25m,1 stop,No info,12080
94,91            Air Asia,27/5/2019,Banglore,Delhi,BLR → DEL,23:55,28/5/2023 2:45,2h 50m,non-stop,No info,3383
94,92            SpiceJet,18/3/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:05,1h 20m,non-stop,No info,2437
94,93            SpiceJet,1/6/2019,Mumbai,Hyderabad,BOM → HYD,22:45,2/6/2023 0:15,1h 30m,non-stop,No check-in baggage included,1965
94,94         Jet Airways,21/3/2019,Banglore,New Delhi,,22:50,19/3/2023 10:25,11h 35m,1 stop,In-flight meal not included,7832
94,95              IndiGo,9/6/2019,Delhi,Cochin,DEL → HYD → COK,6:50,16:10,9h 20m,1 stop,No info,
94,96           Air India,15/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,16/5/2023 8:55,27h 5m,,No info,
94,97         Jet Airways,12/6/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,8016
94,98         Jet Airways,24/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,25/6/2023 12:35,15h 10m,2 stops,In-flight meal not included,10199
94,99             Vistara,24/3/2019,Kolkata,Banglore,CCU → DEL → BLR,9:55,25/3/2023 9:10,23h 15m,1 stop,,10842
95,00   Multiple carriers,,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005
95,01            Air Asia,3/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,,No info,4409
95,02         Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,2/4/2023 9:20,12h 10m,1 stop,No info,13364
95,03   Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,28/6/2023 1:30,9h 30m,1 stop,No info,13377
95,04         Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,10/6/2023 4:25,6h 35m,1 stop,In-flight meal not included,10262
95,5,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844
95,06         Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,No info,14571
95,07         Jet Airways,9/3/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,10/3/2023 18:50,32h 5m,2 stops,No info,19329
95,08           Air India,21/3/2019,Banglore,New Delhi,BLR → HYD → DEL,8:15,23:10,14h 55m,1 stop,No info,4943
95,09         Jet Airways,9/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,11/5/2023 4:25,29h 20m,2 stops,No info,15129
95,10         Jet Airways,18/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19:00,9h 20m,2 stops,No info,15129
95,11         Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,7/6/2023 18:00,25h,1 stop,In-flight meal not included,10539
95,12         Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25/3/2023 22:35,25h 25m,1 stop,In-flight meal not included,10031
95,13   Multiple carriers,24/5/2019,Delhi,Cochin,DEL → BOM → COK,17:45,25/5/2023 1:30,7h 45m,1 stop,No info,9140
95,14            Air Asia,27/4/2019,Kolkata,Banglore,CCU → BLR,22:50,28/4/2023 1:20,2h 30m,non-stop,No info,4409
95,15              IndiGo,15/5/2019,Banglore,Delhi,BLR → DEL,22:10,16/5/2023 1:00,2h 50m,non-stop,No info,3419
95,16   Multiple carriers,15/5/2019,Delhi,Cochin,DEL → HYD → COK,9:45,16:10,6h 25m,1 stop,No info,9646
95,17         Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10/5/2023 18:15,28h 10m,1 stop,No info,13584
95,18           Air India,21/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,22/5/2023 7:40,26h 40m,2 stops,No info,11806
95,19               GoAir,1/4/2019,Delhi,Cochin,DEL → AMD → COK,,13:35,6h 10m,1 stop,,4563
95,20         Jet Airways,27/3/2019,Delhi,Cochin,DEL → MAA → BOM → COK,5:10,28/3/2023 4:25,23h 15m,2 stops,In-flight meal not included,
95,21         Jet Airways,27/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,28/6/2023 4:25,6h 35m,1 stop,In-flight meal not included,12898
95,22             Vistara,27/4/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216
95,23         Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,13:00,22/5/2023 4:25,15h 25m,1 stop,In-flight meal not included,12898
95,24         Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,10/6/2023 19:00,20h 10m,1 stop,In-flight meal not included,10262
95,25,,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,12526
95,26           Air India,6/3/2019,Delhi,Cochin,DEL → TRV → COK,,7/3/2023 6:50,25h 35m,1 stop,No info,11522
95,27         Jet Airways,12/6/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1h 25m,non-stop,No info,5678
95,28             Vistara,9/3/2019,Banglore,,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,9918
95,29         Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,2/5/2023 8:15,11h 5m,1 stop,No info,14781
95,30           Air India,27/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,28/3/2023 19:15,38h 15m,2 stops,No info,8026
95,31           Air India,24/3/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,7276
95,32         Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9h 50m,1 stop,In-flight meal not included,7064
95,33   Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13062
95,34   Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,12537
95,35         Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,13/3/2023 0:45,5h 50m,1 stop,No info,21934
95,36         Jet Airways,24/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262
95,37             Vistara,3/6/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878
95,38         Jet Airways,15/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,,5h,1 stop,No info,14714
95,39         Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,15:15,8h 15m,1 stop,,9134
95,40              IndiGo,1/4/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
95,41   Multiple carriers,27/6/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1 stop,In-flight meal not included,6093
95,42            SpiceJet,3/6/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,3597
95,43   Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13727
95,44              IndiGo,1/4/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4174
95,45         Jet Airways,27/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262
95,46   Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11789
95,47         Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,2/5/2023 8:15,13h 20m,1 stop,In-flight meal not included,8586
95,48           Air India,1/3/2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → DEL,5:50,2/3/2023 8:50,27h,3 stops,No info,13081
95,49         Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,2/5/2023 23:35,27h 10m,1 stop,In-flight meal not included,9314
95,50         Jet Airways,21/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,,non-stop,No info,5678
95,51         Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,11924
95,52         Jet Airways,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10/6/2023 23:35,27h 10m,1 stop,No info,12692
95,53         Jet Airways,24/6/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6478
95,54              IndiGo,15/5/2019,Kolkata,Banglore,CCU → MAA → BLR,6:20,10:20,4h,1 stop,No info,4226
95,55              IndiGo,9/3/2019,Delhi,Cochin,DEL → BBI → COK,2:35,8:30,,1 stop,No info,11532
95,56           Air India,6/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,9340
95,57         Jet Airways,12/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,13/6/2023 4:25,22h 55m,2 stops,In-flight meal not included,
95,58         Jet Airways,12/6/2019,,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,13626
95,59         Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5h 30m,1 stop,,9663
